receipt_id,bill_id,date,hour,item_name,category,quantity,unit_price,payment_method,channel,cashier,customer_age_group,customer_distance_km,loyalty_member
R02415,B2501,03-05-2025,14,bread,Bakery,1,1,Card,In-store,Bina,36-50,4.3,Yes
R00231,B1146,11-01-2025,12,Bottled Water 1.5L,Beverages,1,,Cash,In-store,Bina,36-50,0.4,Yes
R01275,B1790,24-02-2025,22,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,51-65,1.8,No
R02373,B2475,29-04-2025,9,Eggs (6),Dairy,2,1.8,Online,Online,Amir,18-25,7.1,Yes
R01941,B2203,28-03-2025,7,Rice 1kg,Pantry,4,2,Cash,In-store,Amir,51-65,1.4,No
R03089,B2915,03-03-2025,11,test,Other,1,0.01,Online,Online,Bina,26-35,1,No
R00820,B1504,05-02-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,1.2,No
R00526,B1315,22-01-2025,14,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,51-65,2,No
R02843,B2755,22-05-2025,12,coke,Beverages,3,1.2,Cash,In-store,Bina,36-50,0.7,No
R00027,B1014,02-01-2025,10,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,26-35,1.5,Yes
R00120,B1076,06-01-2025,9,Milk 1L,Dairy,1,1.4,Online,Online,Amir,26-35,0.8,No
R01087,B1674,16-02-2025,18,Milk 1L,Dairy,3,1.4,Cash,In-store,Amir,18-25,1.8,Yes
R00413,B1255,18-01-2025,15,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,26-35,0.4,No
R00107,B1068,05-01-2025,20,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,26-35,1.6,Yes
R02511,B2554,07-05-2025,12,bread,Bakery,1,1,Cash,In-store,Amir,51-65,1.8,Yes
R00477,B1284,20-01-2025,10,Bottled Water 1.5L,Beverages,3,0.8,Online,Online,Carlos,51-65,6.5,No
R00935,B1576,10-02-2025,10,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,65+,1.3,No
R01094,B1678,16-02-2025,20,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,0.9,No
R02749,B2692,17-05-2025,9,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Amir,65+,1.4,No
R02127,B2319,09-04-2025,13,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,26-35,1.7,No
R01969,B2220,29-03-2025,7,coca cola,Beverages,1,1.2,Cash,In-store,Amir,51-65,1.7,No
R02390,B2485,01-05-2025,22,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,26-35,2.3,Yes
R00716,B1440,31-01-2025,7,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,65+,1.5,Yes
R02049,B2270,01-04-2025,10,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,65+,0.9,No
R01586,B1969,10-03-2025,11,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,65+,1.5,No
R01029,B1631,13-02-2025,15,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,65+,0.1,Yes
R03001,B2849,29-05-2025,15,Instant Noodles,Pantry,2,0.6,Card,In-store,Bina,26-35,5.4,No
R00247,B1157,11-01-2025,16,Coca-Cola,Beverages,1,1.2,Cash,In-store,Bina,65+,0.1,No
R02259,B2402,19-04-2025,10,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,65+,2.2,No
R00123,B1079,06-01-2025,16,Milk 1L,Dairy,2,1.4,Card,In-store,Bina,26-35,3.2,No
R01047,B1644,14-02-2025,17,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,65+,2.7,No
R02963,B2825,27-05-2025,10,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,26-35,0.4,No
R00037,B1020,02-01-2025,10,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,26-35,1.6,No
R00408,B1251,18-01-2025,14,Fresh Vegetables Pack,Fresh,1,3.5,Card,In-store,Amir,36-50,5.7,No
R00795,B1490,04-02-2025,12,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,26-35,2.2,No
R02167,B2342,11-04-2025,16,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Amir,51-65,0.6,Yes
R00147,B1095,07-01-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,26-35,0.4,No
R00470,B1281,20-01-2025,17,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,1.5,Yes
R01839,B2140,23-03-2025,22,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,26-35,0.5,Yes
R03046,B2872,07-04-2025,19,test,Other,1,0.01,Card,Online,Bina,26-35,1,No
R02679,B2651,14-05-2025,16,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Carlos,36-50,1.9,Yes
R02458,B2523,05-05-2025,14,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Bina,65+,2.2,No
R00953,B1583,10-02-2025,20,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,36-50,2.4,Yes
R01080,B1668,16-02-2025,16,White bread,Bakery,1,1,Cash,In-store,Bina,51-65,1.2,No
R00066,B1042,03-01-2025,21,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,36-50,0.4,No
R00622,B1378,27-01-2025,10,Instant Noodles,Pantry,1,,Cash,In-store,Amir,51-65,1,No
R02920,B2799,25-05-2025,15,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,36-50,1.6,Yes
R02071,B2283,03-04-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,65+,1.2,No
R00959,B1586,11-02-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,51-65,0.6,Yes
R01986,B2229,29-03-2025,21,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,26-35,0.5,No
R02721,B2675,16-05-2025,18,Soap Bar,Household,1,0.7,Cash,In-store,Bina,65+,1.5,No
R00030,B1016,02-01-2025,9,Coca-Cola,Beverages,2,1.2,Cash,In-store,Amir,26-35,0.3,No
R02293,B2423,23-04-2025,7,White bread,Bakery,2,1,Cash,In-store,Amir,36-50,2.5,No
R01710,B2054,16-03-2025,10,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,65+,1.2,No
R00503,B1301,22-01-2025,17,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Bina,65+,1.3,Yes
R00312,B1195,14-01-2025,16,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Carlos,36-50,2.8,No
R01877,B2163,25-03-2025,9,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,26-35,1.4,Yes
R02356,B2468,29-04-2025,16,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Bina,26-35,1.6,Yes
R01550,B1949,09-03-2025,12,Coca-Cola,Beverages,2,1.2,Cash,In-store,Carlos,18-25,2.6,No
R02840,B2752,22-05-2025,19,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,51-65,1.6,No
R00639,B1390,28-01-2025,13,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,65+,0.8,No
R01228,B1764,23-02-2025,11,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,51-65,1.5,No
R02461,B2525,05-05-2025,14,Soap Bar,Household,2,0.7,Cash,In-store,Amir,51-65,1.1,No
R02086,B2293,05-04-2025,15,coke,Beverages,2,1.2,Cash,In-store,Bina,36-50,1.1,No
R01627,B1999,12-03-2025,20,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Carlos,36-50,1.7,No
R00658,B1403,28-01-2025,10,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,51-65,1.3,No
R00854,B1524,06-02-2025,16,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,18-25,0.6,Yes
R02149,B2333,11-04-2025,19,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,2,No
R00130,B1084,06-01-2025,15,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,36-50,1.9,No
R00647,B1396,28-01-2025,10,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,26-35,1.8,Yes
R00140,B1091,07-01-2025,15,Milk 1L,Dairy,2,1.4,Cash,In-store,Amir,36-50,1.2,No
R01564,B1957,09-03-2025,9,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,0.6,Yes
R02170,B2343,11-04-2025,22,coca cola,Beverages,2,1.2,Cash,In-store,Bina,51-65,0.7,No
R00532,B1319,23-01-2025,14,Chocolate Bar,Snacks,1,0.9,Card,In-store,Carlos,36-50,2.7,No
R00034,B1018,02-01-2025,12,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,51-65,1.9,No
R00896,B1547,08-02-2025,13,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,26-35,1.2,Yes
R02512,B2555,07-05-2025,13,Soap Bar,Household,2,0.7,Cash,In-store,Carlos,65+,0.6,No
R01128,B1699,18-02-2025,13,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,36-50,1.2,No
R00584,B1351,25-01-2025,20,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,51-65,2.8,No
R00160,B1102,08-01-2025,10,Tea Bags (25),Pantry,2,2.5,Card,In-store,Bina,18-25,4.9,No
R01099,B1681,16-02-2025,15,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,36-50,0.1,Yes
R01580,B1966,10-03-2025,22,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,51-65,1.2,No
R00132,B1085,07-01-2025,7,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,65+,2.7,Yes
R02143,B2329,09-04-2025,17,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,36-50,0.9,No
R00551,B1331,24-01-2025,13,Potato Chips,Snacks,3,1.1,Online,Online,Bina,26-35,2.1,Yes
R00856,B1526,06-02-2025,15,Rice 1kg,Pantry,3,2,Cash,In-store,Amir,26-35,1.1,No
R01668,B2025,14-03-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,65+,0.5,No
R01657,B2016,13-03-2025,16,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,36-50,1.1,Yes
R01393,B1859,01-03-2025,11,Cooking Oil 1L,Pantry,2,3.2,Card,In-store,Amir,36-50,2.4,No
R01106,B1684,17-02-2025,11,Potato Chips,Snacks,3,1.1,Cash,In-store,Carlos,36-50,0.9,No
R00986,B1602,12-02-2025,17,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Amir,18-25,0.5,Yes
R00855,B1525,06-02-2025,17,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,36-50,1.5,Yes
R02544,B2572,08-05-2025,17,Eggs (6),Dairy,3,1.8,Online,Online,Bina,18-25,6.4,Yes
R02812,B2732,20-05-2025,8,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,2.4,No
R00809,B1497,04-02-2025,17,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Amir,36-50,0.9,Yes
R00044,B1026,02-01-2025,10,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,65+,0.2,No
R01058,B1653,15-02-2025,22,Soap Bar,Household,1,0.7,Cash,In-store,Bina,51-65,1.5,Yes
R01322,B1820,27-02-2025,22,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,36-50,1.7,No
R01883,B2166,25-03-2025,15,White Bread,Bakery,1,1,Card,In-store,Amir,26-35,4.9,No
R01827,B2133,22-03-2025,19,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,36-50,0.4,Yes
R02025,B2256,31-03-2025,16,Potato Chips,Snacks,3,1.1,Card,In-store,Amir,18-25,4.4,No
R01329,B1824,27-02-2025,10,Frozen Meals,Frozen,1,4,Card,In-store,Carlos,26-35,1.8,Yes
R02923,B2801,25-05-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,36-50,0.2,Yes
R02275,B2413,21-04-2025,17,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,36-50,0.7,No
R01161,B1722,19-02-2025,21,Eggs (6),Dairy,2,1.8,Cash,In-store,Carlos,36-50,2.5,No
R01387,B1858,01-03-2025,18,Chocolate Bar,Snacks,1,0.9,Online,Online,Amir,65+,3.3,No
R02280,B2417,21-04-2025,17,Rice 1kg,Pantry,2,,Cash,In-store,Carlos,51-65,0.8,No
R01192,B1741,21-02-2025,15,coca cola,Beverages,2,1.2,Card,In-store,Amir,26-35,1.7,No
R02000,B2239,30-03-2025,13,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,65+,3.1,No
R00657,B1402,28-01-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,36-50,2.1,No
R02936,B2810,26-05-2025,7,Eggs (6),Dairy,2,1.8,Cash,In-store,Bina,65+,2.2,Yes
R02735,B2685,16-05-2025,18,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,65+,0.6,No
R00392,B1242,17-01-2025,22,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,65+,1.4,No
R00237,B1151,11-01-2025,13,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,65+,1.1,No
R01184,B1737,21-02-2025,15,Rice 1kg,Pantry,4,2,Cash,In-store,Bina,36-50,0.3,No
R01461,B1896,04-03-2025,15,Potato Chips,Snacks,3,1.1,Cash,In-store,Amir,26-35,1.4,No
R00944,B1579,10-02-2025,22,Rice 1kg,Pantry,2,2,Cash,In-store,Amir,65+,0.8,No
R00447,B1271,19-01-2025,11,Milk 1L,Dairy,1,1.4,Card,In-store,Amir,51-65,5,Yes
R02440,B2511,04-05-2025,13,Soap Bar,Household,2,0.7,Cash,In-store,Bina,65+,2,No
R01609,B1989,11-03-2025,19,Potato Chips,Snacks,3,1.1,Cash,In-store,Carlos,65+,0.9,No
R00009,B1004,01-01-2025,14,Potato Chips,Snacks,1,1.1,Online,Online,Amir,18-25,7.6,No
R02801,B2724,19-05-2025,17,Soap Bar,Household,2,0.7,Cash,In-store,Amir,36-50,0.6,Yes
R02794,B2720,19-05-2025,16,Cooking Oil 1L,Pantry,4,3.2,Cash,In-store,Carlos,65+,2.6,No
R00568,B1341,24-01-2025,17,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,51-65,1.6,No
R01687,B2037,15-03-2025,14,Milk 1L,Dairy,2,1.4,Cash,In-store,Carlos,36-50,2.2,No
R02010,B2245,30-03-2025,12,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,18-25,0.9,No
R02134,B2323,09-04-2025,14,coke,Beverages,2,1.2,Cash,In-store,Bina,51-65,1.3,No
R01886,B2166,25-03-2025,15,Chocolate Bar,Snacks,1,0.9,Card,In-store,Amir,26-35,4.9,No
R00884,B1541,07-02-2025,17,Potato Chips,Snacks,1,1.1,Card,In-store,Amir,51-65,4.9,Yes
R01034,B1634,13-02-2025,13,White bread,Bakery,2,1,Cash,In-store,Bina,36-50,2.5,No
R02515,B2556,07-05-2025,10,bread,Bakery,1,1,Cash,In-store,Carlos,26-35,0.8,Yes
R01209,B1750,22-02-2025,11,Rice 1kg,Pantry,3,2,Cash,In-store,Carlos,26-35,1.2,Yes
R01779,B2101,20-03-2025,17,Milk 1L,Dairy,3,1.4,Cash,In-store,Amir,51-65,0.5,No
R00484,B1288,21-01-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,65+,1.5,No
R01592,B1974,10-03-2025,11,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Bina,65+,1.8,Yes
R01307,B1810,26-02-2025,14,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Bina,26-35,3.6,Yes
R02292,B2423,23-04-2025,7,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Amir,36-50,2.5,No
R01062,B1656,15-02-2025,15,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Carlos,51-65,1.6,Yes
R00222,B1141,11-01-2025,16,Milk 1L,Dairy,1,1.4,Online,Online,Carlos,18-25,3.2,No
R00046,B1028,03-01-2025,13,Potato Chips,Snacks,2,1.1,Cash,In-store,Bina,65+,1.9,No
R00215,B1137,10-01-2025,13,White bread,Bakery,1,1,Cash,In-store,Bina,36-50,0.4,No
R00667,B1410,29-01-2025,16,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,18-25,0.9,Yes
R01443,B1886,03-03-2025,7,coca cola,Beverages,1,1.2,Cash,In-store,Amir,36-50,1.4,Yes
R02614,B2615,11-05-2025,18,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Carlos,26-35,0.6,No
R02362,B2471,29-04-2025,10,Fresh Vegetables Pack,Fresh,1,3.5,Card,In-store,Amir,18-25,4.5,Yes
R01112,B1688,17-02-2025,13,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,1.2,No
R02549,B2575,09-05-2025,14,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Bina,26-35,2,No
R00661,B1405,29-01-2025,18,White Bread,Bakery,1,1,Cash,In-store,Bina,18-25,1.9,No
R02490,B2543,06-05-2025,18,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,51-65,1.3,No
R01429,B1879,03-03-2025,15,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,65+,0.2,No
R02359,B2469,29-04-2025,11,Soap Bar,Household,1,0.7,Card,In-store,Bina,18-25,2.7,No
R01758,B2087,18-03-2025,17,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,26-35,0.1,No
R01617,B1993,12-03-2025,17,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,36-50,1.6,No
R02953,B2820,27-05-2025,11,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,2,No
R00466,B1279,20-01-2025,20,Instant Noodles,Pantry,2,0.6,Cash,In-store,Amir,26-35,1.5,No
R01898,B2174,25-03-2025,14,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,65+,0.4,Yes
R01947,B2208,28-03-2025,15,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,65+,0.2,Yes
R01073,B1663,15-02-2025,20,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,36-50,0.5,Yes
R00806,B1495,04-02-2025,14,Frozen Meals,Frozen,1,4,Card,In-store,Bina,36-50,5.1,Yes
R01770,B2096,19-03-2025,14,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,26-35,1.3,Yes
R01131,B1701,18-02-2025,22,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,36-50,1.4,No
R01233,B1767,23-02-2025,15,Frozen Meals,Frozen,2,4,Cash,In-store,Carlos,51-65,1.8,No
R00499,B1299,21-01-2025,22,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,36-50,1.3,No
R02018,B2251,31-03-2025,9,Eggs (6),Dairy,2,1.8,Cash,In-store,Amir,65+,1.8,No
R01360,B1842,28-02-2025,8,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,26-35,1.7,No
R02645,B2633,13-05-2025,18,White Bread,Bakery,1,1,Card,In-store,Bina,18-25,2,No
R00642,B1392,28-01-2025,13,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,51-65,0.9,No
R01288,B1799,25-02-2025,20,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,26-35,2,No
R02785,B2715,19-05-2025,20,Coca-Cola,Beverages,1,1.2,Cash,In-store,Bina,51-65,0.4,Yes
R03036,B2864,30-05-2025,7,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,65+,1.8,Yes
R02605,B2610,11-05-2025,18,Frozen Meals,Frozen,3,4,Cash,In-store,Carlos,51-65,1,Yes
R00117,B1075,06-01-2025,13,bread,Bakery,1,1,Cash,In-store,Amir,36-50,1.5,No
R00430,B1263,19-01-2025,14,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,18-25,0.8,Yes
R00574,B1344,25-01-2025,12,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,36-50,0.6,No
R02531,B2566,08-05-2025,12,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,36-50,0.9,No
R00501,B1299,21-01-2025,22,Potato Chips,Snacks,2,1.1,Cash,In-store,Bina,36-50,1.3,No
R00456,B1276,20-01-2025,19,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Carlos,65+,0.8,No
R00591,B1357,26-01-2025,14,Fresh Vegetables Pack,Fresh,4,3.5,Cash,In-store,Amir,51-65,1.4,No
R02947,B2816,26-05-2025,7,Frozen Meals,Frozen,2,4,Cash,In-store,Carlos,36-50,0.9,Yes
R02569,B2588,09-05-2025,19,Potato Chips,Snacks,3,1.1,Cash,In-store,Carlos,26-35,1.9,Yes
R00397,B1246,17-01-2025,16,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,36-50,1.1,Yes
R00560,B1335,24-01-2025,13,Eggs (6),Dairy,1,1.8,Online,Online,Carlos,18-25,0.5,No
R00443,B1269,19-01-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Card,In-store,Amir,36-50,2.4,No
R03027,B2859,29-05-2025,9,Rice 1kg,Pantry,1,2,Card,In-store,Bina,36-50,5,Yes
R00749,B1462,02-02-2025,19,Bottled Water 1.5L,Beverages,4,0.8,Cash,In-store,Bina,26-35,2,Yes
R03026,B2859,29-05-2025,9,White Bread,Bakery,1,1,Card,In-store,Bina,36-50,5,No
R00398,B1246,17-01-2025,16,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Bina,36-50,1.1,No
R00094,B1061,05-01-2025,21,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,51-65,1.9,No
R02964,B2826,27-05-2025,20,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,26-35,1,No
R01344,B1831,27-02-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Bina,51-65,1.4,No
R00956,B1584,11-02-2025,11,Soap Bar,Household,2,0.7,Cash,In-store,Carlos,51-65,0.6,Yes
R01522,B1935,07-03-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,65+,1.3,No
R02433,B2508,03-05-2025,17,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,65+,0.2,No
R00125,B1080,06-01-2025,9,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,51-65,2.3,No
R01059,B1654,15-02-2025,17,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,36-50,1.9,No
R01253,B1778,24-02-2025,7,coca cola,Beverages,1,1.2,Cash,In-store,Amir,65+,1.7,No
R01375,B1852,01-03-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,65+,2.3,No
R01993,B2234,30-03-2025,11,Bottled Water 1.5L,Beverages,2,0.8,Cash,In-store,Carlos,18-25,0.2,No
R01933,B2196,27-03-2025,12,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,1.3,Yes
R00449,B1271,19-01-2025,11,Potato Chips,Snacks,1,1.1,Card,In-store,Amir,51-65,5,No
R01134,B1704,18-02-2025,16,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,1.3,No
R01377,B1853,01-03-2025,10,Tea Bags (25),Pantry,1,2.5,Card,In-store,Bina,26-35,2.1,No
R01055,B1650,14-02-2025,13,bread,Bakery,2,1,Cash,In-store,Bina,65+,1.2,No
R02709,B2670,15-05-2025,10,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,36-50,0.8,No
R02320,B2441,25-04-2025,13,Soap Bar,Household,1,0.7,Cash,In-store,Amir,36-50,0.4,Yes
R01298,B1803,26-02-2025,14,Cooking Oil 1L,Pantry,1,3.2,Card,In-store,Bina,26-35,5.2,No
R01176,B1732,20-02-2025,15,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,51-65,0.4,Yes
R02568,B2588,09-05-2025,19,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,26-35,1.9,No
R02519,B2558,07-05-2025,10,White Bread,Bakery,4,1,Cash,In-store,Amir,51-65,1.6,Yes
R00717,B1440,31-01-2025,7,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,65+,1.5,No
R00480,B1285,20-01-2025,16,White bread,Bakery,4,1,Cash,In-store,Carlos,51-65,1.5,Yes
R01409,B1869,02-03-2025,14,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,51-65,2,No
R02208,B2367,15-04-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Card,In-store,Bina,18-25,5,No
R00998,B1609,12-02-2025,16,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Amir,51-65,1.5,Yes
R01358,B1841,28-02-2025,15,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,18-25,0.2,No
R02937,B2811,26-05-2025,10,Frozen Meals,Frozen,1,4,Card,In-store,Bina,36-50,4.8,Yes
R01453,B1893,04-03-2025,18,White Bread,Bakery,2,1,Cash,In-store,Carlos,65+,0.5,No
R01625,B1998,12-03-2025,14,Eggs (6),Dairy,3,1.8,Cash,In-store,Bina,51-65,1.2,Yes
R00575,B1345,25-01-2025,16,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,51-65,0.1,Yes
R01336,B1826,27-02-2025,14,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Amir,18-25,0.9,No
R00414,B1255,18-01-2025,15,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,26-35,0.4,No
R01847,B2144,23-03-2025,10,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,65+,2.4,Yes
R02675,B2649,14-05-2025,11,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,0.8,Yes
R02473,B2533,05-05-2025,21,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,1.9,No
R00895,B1546,08-02-2025,21,White Bread,Bakery,1,1,Cash,In-store,Amir,65+,0.3,No
R02586,B2599,10-05-2025,12,Chocolate Bar,Snacks,2,0.9,Card,In-store,Amir,51-65,4.7,Yes
R02285,B2420,23-04-2025,13,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,51-65,1.9,Yes
R02102,B2305,07-04-2025,14,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,18-25,0.5,No
R01105,B1684,17-02-2025,11,Milk 1L,Dairy,4,1.4,Cash,In-store,Carlos,36-50,0.9,No
R01984,B2227,29-03-2025,13,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Carlos,18-25,1.2,No
R00389,B1241,17-01-2025,7,Frozen Meals,Frozen,3,4,Cash,In-store,Carlos,36-50,0.8,No
R00863,B1531,07-02-2025,12,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,0.2,Yes
R02375,B2475,29-04-2025,9,Potato Chips,Snacks,3,1.1,Online,Online,Amir,18-25,7.1,Yes
R02453,B2518,04-05-2025,12,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,36-50,0.9,No
R01011,B1619,13-02-2025,15,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,51-65,1.3,No
R01115,B1691,17-02-2025,7,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,65+,1.8,No
R02592,B2601,10-05-2025,19,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,51-65,2.9,No
R02863,B2768,23-05-2025,14,Eggs (6),Dairy,2,1.8,Online,Online,Bina,26-35,6.1,No
R01858,B2150,23-03-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,1.8,No
